,UUID4,Reference,Book,Chapter,Paragraph,Text
721,f2538da8-e3f1-4ef2-b8a9-f57eb3a24eb7,urn:cts:greekLit:tlg0099.tlg001:9.5.16,9,5,16,"The poet next enumerates the cities subject to Philoctetes. Now Methone is different from the Thracian Methone, which was razed to the ground by Philip. I have mentioned heretofore the change of the names of these places, and of certain places in the Peloponnesus. And the other places enumerated by the poet are Thaumacia and Olizon and Meliboea, which are on the next stretch of seacoast. Off the country of the Magnetans lie numerous islands, but the only notable ones are Sciathos, Peparethos, and Icos, and also Halonnesos and Scyros, all having cities of the same name. But Scyros is the most notable, because of the family relation between Lycomedes and Achilles, and of the birth and nurture there of Neoptolemus the son of Achilles. In later times, when Philip had waxed powerful and saw that the Athenians dominated the sea and ruled over the islands, both these and the rest, he caused the islands that were near him to be most famous; for, since he was fighting for the hegemony, he always attacked those places which were close to him, and, just as he added to Macedonia most parts of the Magnetan country and of Thrace and of the rest of the land all round, so he also seized the islands off Magnesia and made those which were previously well-known to nobody objects of contention and hence well-known. Now Scyros is chiefly commended by the place it occupies in the ancient legends, but there are other things which cause it to be widely mentioned, as, for instance, the excellence of the Scyrian goats, and the quarries of the Scyrian variegated marble, which is comparable to the Carystian marble, and to the Docimaean or Synnadic, and to the Hierapolitic. For at Rome are to be seen monolithic columns and great slabs of the variegated marble; and with this marble the city is being adorned both at public and at private expense; and it has caused the quarries of white marble to be of little worth. "
722,68920b35-f468-40e5-a8ac-931391f2c4af,urn:cts:greekLit:tlg0099.tlg001:9.5.17,9,5,17,"However, the poet, after proceeding thus far on the Magnetan seacoast, returns to Upper Thessaly; for, beginning at Dolopia and Pindus, he recounts the parts that stretch alongside Phthiotis, as far as Lower Thessaly: ""And those who held Tricce and rocky Ithome."" These places belong in fact to Histiaeotis, though in earlier times Histiaeotis was called Doris, as they say; but when the Perrhaebians took possession of it, who had already subdued Histiaeotis in Euboea and had forced its inhabitants to migrate to the mainland, they called the country Histiaeotis after these Histiaeans, because of the large number of these people who settled there. They call Histiaeotis and Dolopia Upper Thessaly, which is in a straight line with Upper Macedonia, as is Lower Thessaly with Lower Macedonia. Now Tricce, where is the earliest and most famous sanctuary of Asclepius, borders on the country of the Dolopians and the regions round Pindus. Ithome, which is called by the same name as the Messenian city, ought not, they say, to be pronounced in this way, but without the first syllable; for thus, they add, it was called in earlier times, though now its name has been changed to Ithome. It is a stronghold and is in reality a heap of stones; and it is situated between four strongholds, which lie in a square, as it were: Tricce, Metropolis, Pelinnaion, and Gomphi. But Ithome belongs to the territory of the Metropolitans. Metropolis in earlier times was a joint settlement composed of three insignificant towns; but later several others were added to it, among which was Ithome. Now Callimachus, in his Iambics, says that, ""of all the Aphrodites (for there was not merely one goddess of this name), Aphrodite Castnietis surpasses all in wisdom, since she alone accepts the sacrifice of swine."" And surely he was very learned, if any other man was, and all his life, as he himself states, wished to recount these things. But the writers of later times have discovered that not merely one Aphrodite, but several, have accepted this rite; and that among these was the Aphrodite at Metropolis, and that one of the cities included in the settlement transmitted to it the Onthurian rite. Pharcadon, also, is in Histiaeotis; and the Peneius and the Curalius flow through its territory. Of these rivers, the Curalius flows past the sanctuary of the Itonian Athena and empties into the Peneius; but the Peneius itself rises in Pindus, as I have already said, and after leaving Tricce and Pelinnaion and Pharcadon on the left flows past both Atrax and Larisa, and after receiving the rivers in Thessaliotis flows on through Tempe to its outlet. Historians place the Oichalia which is called the ""city of Eurytus "" not only in this region, but also in Euboea and in Arcadia; and they give its name in different ways, as I have already said in my description of the Peloponnesus. They inquire concerning these, and particularly in regard to what Oichalia it was that was captured by Heracles, and concerning what Oichalia was meant by the poet who wrote The Capture of Oichalia. These places, then, were classed by Homer as subject to the Asclepiadae. "
723,c39d844c-dcbe-46b0-9ea6-f177276ceca4,urn:cts:greekLit:tlg0099.tlg001:9.5.18,9,5,18,"Next he speaks of the country subject to Eurypylus: ""and those who held the fountain Hypereia, and those who held Asterium and the white summits of Titanus."" Now at the present time Ormenium is called Orminium; it is a village situated at the foot of Pelion near the Pagasitic Gulf, one of the cities included in the settlement of Demetrias, as I have said. And Lake Boebeis, also, must be near, since Boebe, as well as Ormenium itself, was one of the dependencies of Demetrias. Now Ormenium is distant by land twenty-seven stadia from Demetrias, whereas the site of Iolcus, which is situated on the road, is distant seven stadia from Demetrias and the remaining twenty stadia from Ormenium. The Scepsian says that Phoenix was from Ormenium, and that he fled thence from his father Amyntor the son of Ormenus into Phthia to Peleus the king; for this place, he adds, was founded by Ormenus the son of Cercaphus the son of Aeolus; and he says that both Amyntor and Euaemon were sons of Ormenus, and that Phoenix was son of the former and Eurypylus of the latter, but that the succession to the throne, to which both had equal right, was kept for Eurypylus, inasmuch as Phoenix had gone away from his homeland. Furthermore, the Scepsian writes thus, ""as when first I left Ormenium rich in flocks,"" instead of ""I left Hellas, land of fair women."" But Crates makes Phoenix a Phocian, judging this from the helmet of Meges, which Odysseus used at the time of his night spying, concerning which the poet says, ""Autolycus filched it from Eleon, from Amyntor the son of Ormenus, having broken into his close-built home."" For Eleon, he says, is a town of Parnassus; and Amyntor, son of Ormenus, means no other than the father of Phoenix; and Autolycus, who lived on Parnassus, must have broken into the house of a neighbor (as is the way of any housebreaker), and not into that of people far away. But the Scepsian says that there is no place called Eleon to be seen on Parnassus, though there is a place called Neon, founded in fact after the Trojan War, and also that housebreakings are not confined to neighbors only. And there are other arguments which one might give, but I hesitate to spend further time on this subject. Others write ""from Heleon,"" but Heleon is a place in Tanagria, and this reading would increase the absurdity of the statement, ""Then I fled afar off through Hellas and came to Phthia."" The fountain Hypereia is in the middle of the city of the Pheraeans, which belonged to Eumelus. It is absurd, therefore, to assign the fountain to Eurypylus. Titanus was named from the fact in the case there; for the region near Arne and Aphetae has white soil. Asterium, also, is not far from these. "
724,135d714c-6773-444a-82c7-afd0cb2cc693,urn:cts:greekLit:tlg0099.tlg001:9.5.19,9,5,19,"Continuous with this portion of Thessaly is the country of those who are called the subjects of Polypoetes: ""And those who held Argissa and dwelt in Gyrtone, Orthe, and Elone and the white city Oloosson."" In earlier times the Perrhaebians inhabited this country, dwelling in the part near the sea and near the Peneius, extending as far as its outlet and Gyrton, a Perrhaebian city. Then the Lapiths humbled the Perrhaebians and thrust them back into the river country in the interior, and seized their country — I mean the Lapiths Ixion and his son Peirithous, the latter of whom also took possession of Pelion, forcing out the Centaurs, a wild folk, who had seized it. Now these ""he thrust from Pelion and made them draw near to the Aethices,"" and he gave over the plains to the Lapiths, though the Perrhaebians kept possession of some of them, those near Olympus, and also in some places lived completely intermingled with the Lapiths. Now Argissa, the present Argura, is situated on the Peneius; and forty stadia above it lies Atrax, which also is close to the river; and the Perrhaebians held the river country between the two places. Some have called Orthe the acropolis of the Phalannaeans; and Phalanna is a Perrhaebian city close to the Peneius near Tempe. Now the Perrhaebians, being overpowered by the Lapiths, for the most part emigrated to the mountainous country about Pindus and to the countries of the Athamanians and Dolopians, but their country and all Perrhaebians who were left behind there were seized by the Larisaeans, who lived near the Peneius and were their neighbors and dwelt in the most fertile parts of the plains, though not in the very low region near the lake called Nessonis, into which the river, when it overflowed, would carry away a portion of the arable soil belonging to the Larisaeans. Later, however, they corrected this by means of embankments. The Larisaeans, then, kept possession of Perrhaebia and exacted tribute until Philip established himself as lord over the region. Larisa is also the name of a place on Ossa; another is Larisa Cremaste, by some called Pelasgia; and in Crete is a city Larisa, now joined to Hierapytna, whence the plain that lies below is now called Larisian Plain; and, in the Peloponnesus both Larisa, the citadel of the Argives, and the Larisus River, which is the boundary between the Eleian country and Dyme. Theopompus speaks of another city Larisa situated on the same common boundary; and in Asia is a Larisa Phryconis near Cyme; and also the Larisa near Hamaxitis in the Troad; and there is the Ephesian Larisa, and the Larisa in Syria; and there are Larisaean Rocks fifty stadia from Mitylene on the road to Methymne; and there is a Larisa in Attica; and a village Larisa thirty stadia distant from Tralleis, above the city, on the road which runs through Mesogis towards the Cayster Plain near the sanctuary of the Isodromian Mother, which in its topographical position and its goodly attributes is like Larisa Cremaste, for it has an abundance of water and of vineyards; and perhaps the Larisaean Zeus received his epithet from this place; and also on the left of the Pontus is a village called Larisa, between Naulochus and. . ., near the end of Mount Haemus. And Oloosson, called ""white"" from the fact that its soil is a white clay, and Elone, and Gonnus are Perrhaebian cities. But Elone changed its name to Leimone, and is now in ruins. Both are situated below Olympus, not very far from the Europus River, which the poet calls the Titaresius. "
725,0ca12ea7-19ec-48da-8248-5cc84fe3cfcb,urn:cts:greekLit:tlg0099.tlg001:9.5.20,9,5,20,"The poet next mentions both Titaresius and the Perrhaebians, when he says, ""And Guneus led from Cyphus twenty-two ships. And there followed him the Enienians, and the Perrhaebians steadfast in war, who had established their homes round wintry Dodona, and dwelt in the fields about lovely Titaresius."" Now he speaks of these places as belonging to the Perrhaebians, places which fell into their possession as a part of Hestiaeotis. And also the cities subject to Polypoetes were in part Perrhaebian. However, he assigned them to the Lapiths because the two peoples lived intermingled with one another, and also because, although the Lapiths held possession of the plains and the Perrhaebian element there were for the most part subject to the Lapiths, the Perrhaebians held possession of the more mountainous parts near Olympus and Tempe, as, for example, Cyphus, and Dodona, and the region about the Titaresius; this river rises in the Titarius Mountain, which connects with Olympus, and flows into the territory of Perrhaebia which is near Tempe, and somewhere in that neighborhood unites with the Peneius. Now the water of the Peneius is pure, but that of the Titaresius is oily, because of some substance or other, so that it does not mingle with that of the Peneius, ""but runs over it on the top like oil."" Because of the fact that the two peoples lived intermingled, Simonides uses the terms Perrhaebians and Lapiths of all the Pelasgiotes who occupy the region about Gyrton and the outlets of the Peneius and Mount Ossa and Mount Pelion, and the region about Demetrias, and the region in the plain, I mean Larisa, Crannon, Scotussa, Mopsium, Atrax, and the region about Lake Nessonis and Lake Boebeis. Of these places the poet mentions only a few, because the rest of them had not yet been settled, or else were only wretched settlements, on account of the inundations which took place at various times. Indeed, he does not mention Lake Nessonis either, but Lake Boebeis only (though it is much smaller), because the latter alone persisted, whereas the former, in all probability, was at times filled at irregular intervals and at times gave out altogether. Scotussa I have already mentioned in my account of Dodona and of the oracle in Thessaly, saying that originally it was near this place. In the territory of Scotussa there is a place called Cynoscephalae, near which Titus Quintius and the Romans, along with the Aitolians, in a great battle conquered Philip the son of Demetrius, king of the Macedonians. "
726,b21e456e-a5ad-4881-8eb5-da1e1a82cc1e,urn:cts:greekLit:tlg0099.tlg001:9.5.21,9,5,21,"Magnetis, also, has been treated by Homer in about the same way. For although he has already enumerated many of the places in Magnetis, none of these are called Magnetan by him except those two places, and even these are designated by him in a dim and indistinct way: ""who dwelt about Peneius and Pelion with its shaking foliage."" Assuredly, however, about the Peneius and Pelion lived those who held Gyrton, whom he had already named, as also those who held Ormenium, and several other Perrhaebian peoples; and yet farther away from Pelion there were still Magnetans, beginning with those subject to Eumelus, at least according to the writers of later times. These writers, however, on account of the continual migrations, changes of political administrations, and intermixture of tribes, seem to have confused both the names and the tribes, so that they sometimes present difficult questions for the writers of today. For example, this has proved true, in the first place, in the case of Crannon and Gyrton; for in earlier times the Gyrtonians were called ""Phlegyae,"" from Phlegyas, the brother of Ixion, and the Crannonians ""Ephyri,"" so that it is a difficult question who can be meant by the poet when he says, ""Verily these twain, going forth from Thrace, arm themselves to pursue the Ephyri, or to pursue the great-hearted Phlegyae."" "
727,e3a45ddc-b189-499b-ac72-38cd0fd24744,urn:cts:greekLit:tlg0099.tlg001:9.5.22,9,5,22,"Again, the same thing is true in the case of the Perrhaebians and Aenianians. For Homer connected the two, as living near one another; and in fact we are told by the writers of later times that for a long time the habitation of the Aenianians was in the Dotian Plain. This plain is near the Perrhaebia just mentioned above, and Ossa and Lake Boebeis; and while it is situated in the middle of Thessaly, yet it is enclosed all round by hills of its own. Concerning this plain Hesiod has spoken thus: ""Or as the unwedded virgin who, dwelling on the holy Didyman Hills, in the Dotian Plain, in front of Amyrus, bathed her foot in Lake Boebeis."" Now as for the Aenianians, most of them were driven into Oita by the Lapiths; and there too they became predominant, having taken away certain parts of the country from the Dorians and the Malians as far as Heracleia and Echinus, although some remained in the neighborhood of Cyphus, a Perrhaebian mountain which had a settlement of the same name. As for the Perrhaebians, some of them drew together round the western parts of Olympus and stayed there, being neighbors to the Macedonians, but the greater part of them were driven out of their country into the mountains round Athamania and Pindus. But today little or no trace of them is preserved. At any rate, the Magnetans mentioned last by the poet in the Thessalian Catalogue should be regarded as those inside Tempe, extending from the Peneius and Ossa as far as Pelion, and bordering on the Pieriotae in Macedonia, who held the country on the far side of the Peneius as far as the sea. Now Homolium, or Homole (for it is spelled both ways), should be assigned to the Magnetans; as I have said in my description of Macedonia, it is close to Ossa, situated where the Peneius begins to discharge its waters through Tempe. And if one were to proceed as far as the seacoast nearest to Homolium, there is reason for assigning to them Rhizus and Erymnae, which were situated on that part of the seacoast which was subject to Philoctetes and on that which was subject to Eumelus. However, let this question remain undecided. And also the order of the places next thereafter as far as the Peneius is not plainly told by the poet; but since these places are without repute, neither should I myself regard the matter as of great importance. Cape Sepias, however, was afterwards celebrated both in tragedies and in hymns on account of the total destruction there of the Persian fleet. Sepias itself is a rocky cape, but between it and Casthanaea, a village situated at the foot of Pelion, is a beach where the fleet of Xerxes was lying in wait when, a violent east wind bursting forth, some of the ships were immediately driven high and dry on the beach and broken to pieces on the spot, and the others were carried along the coast to Ipni, one of the rugged places in the region of Pelion, or to Meliboea, or to Casthanaea, and destroyed. The whole voyage along the coast of Pelion is rough, a distance of about eighty stadia; and that along the coast of Ossa is equally long and rough. Between is a gulf more than two hundred stadia in circuit, on which is Meliboea. The whole voyage along the coast from Demetrias to the Peneius, following the sinuosities of the gulfs, is more than one thousand stadia in length, and from the Sperchius eight hundred more, and from the Euripus two thousand three hundred and fifty. Hieronymus declares that the plain country of Thessaly and Magnetis is three thousand stadia in circuit, and that it was inhabited by Pelasgians, and that these were driven out of their country by the Lapiths, and that the present Pelasgian Plain, as it is called, is that in which are situated Larisa, Gyrtone, Pherae, Mopsium, Boebeis, Ossa, Homole, Pelion, and Magnetis. Mopsium is named, not after Mopsus, the son of Manto the daughter of Teiresias, but after Mopsus the Lapith who sailed with the Argonauts. But Mopsopus, after whom the Attic Mopsopia is named, is a different person. "
728,63ccc940-5616-48e8-a404-a62a45d3da24,urn:cts:greekLit:tlg0099.tlg001:9.5.23,9,5,23,"So much, then, for the several parts of Thessaly. But speaking of it as a whole, I may say that in earlier times it was called Pyrrhaea, after Pyrrha the wife of Deucalion, and Haemonia after Haemon, and Thessaly after Thessalus the son of Haemon. But some writers, dividing it into two parts, say that Deucalion obtained the portion towards the south and called it Pandora after his mother, and that the other part fell to Haemon, after whom it was called Haemonia, but that the former name was changed to Hellas, after Hellen the son of Deucalion, and the latter to Thessaly, after the son of Haemon. Some, however, say that descendants of Antiphus and Pheidippus, the sons of Thessalus the son of Heracles, invaded the country from Thesprotian Ephyra and named it after Thessalus, their own ancestor. And it has been said that the country too was once named Nessonis, like the lake, after Nesson the son of Thessalus. "
729,77359798-6dc6-4714-8b1c-355e03c36806,urn:cts:greekLit:tlg0099.tlg001:10.1.1,10,1,1,"Since Euboea lies parallel to the whole of the coast from Sounion to Thessaly, with the exception of the ends on either side, it would be appropriate to connect my description of the island with that of the parts already described before passing on to Aitolia and Acarnania, which are the remaining parts of Europe to be described. "
730,6aefc737-004e-4593-b129-9afcbdddd90a,urn:cts:greekLit:tlg0099.tlg001:10.1.2,10,1,2,"In its length, then, the island extends parallel to the coast for a distance of about one thousand two hundred stadia from Kenaion to Geraistos, but its breadth is irregular and generally only about one hundred and fifty stadia. Now Kenaion lies opposite to Thermopylae and, to a slight extent, to the region outside Thermopylae, whereas Geraistos and Petalia lie towards Sounion. Accordingly, the island lies across the strait and opposite Attica, Boeotia, Locris, and the Malians. Because of its narrowness and of the above-mentioned length, it was named Macris by the ancients. It approaches closest to the mainland at Chalcis, where it juts out in a convex curve towards the region of Aulis in Boeotia and forms the Euripus. Concerning the Euripus I have already spoken rather at length, as also to a certain extent concerning the places which lie opposite one another across the strait, both on the mainland and on the island, on either side of the Euripus, that is, the regions both inside and outside the Euripus. But if anything has been left out, I shall now explain more fully. And first, let me explain that the parts between Aulis and the region of Geraistos are called the Hollows of Euboea; for the coast bends inwards, but when it approaches Chalcis it forms a convex curve again towards the mainland. "
731,e8db8443-078a-4b3a-878d-14f0cdc7086d,urn:cts:greekLit:tlg0099.tlg001:10.1.3,10,1,3,"The island was called, not only Macris, but also Abantis; at any rate, the poet, although he names Euboea, never names its inhabitants ""Euboeans,"" but always ""Abantes"": ""And those who held Euboea, the courage-breathing Abantes . . . 5""And with him followed the Abantes. 7 Aristotle says that Thracians, setting out from the Phocian Aba, recolonized the island and renamed those who held it ""Abantes."" Others derive the name from a hero, just as they derive ""Euboea"" from a heroine. But it may be, just as a certain cave on the coast which fronts the Aegean, where Io is said to have given birth to Epaphus, is called Boos Aule, that the island got the name Euboea from the same cause. The island was also called Oche; and the largest of its mountains bears the same name. And it was also named Ellopia, after Ellops the son of Ion. Some say that he was the brother of Aiclus and Cothus; and he is also said to have founded Ellopia, a place in Oria, as it is called, in Histiaeotis near the mountain Telethrius, and to have added to his dominions Histiaea, Perias, Cerinthus, Aedepsus, and Orobia; in this last place was an oracle most averse to falsehood (it was an oracle of Apollo Selinaios (Selinuntius in ms). The Ellopians migrated to Histiaea and enlarged the city, being forced to do so by Philistides the tyrant, after the battle of Leuctra. Demosthenes says that Philistides was set up by Philip as tyrant of the Oreitae too; for thus in later times the Histiaeans were named, and the city was named Oreus instead of Histiaea. But according to some writers, Histiaea was colonized by Athenians from the deme of the Histiaeans, as Eretria was colonized from that of the Eretrians. Theopompus says that when Pericles overpowered Euboea the Histiaeans by agreement migrated to Macedonia, and that two thousand Athenians who formerly composed the deme of the Histiaeans came and took up their abode in Oreus. "
732,824a6e10-94c5-4980-8aca-c9e2c8faef69,urn:cts:greekLit:tlg0099.tlg001:10.1.4,10,1,4,"Oreus is situated at the foot of the mountain Telethrius in the Drymus, as it is called, on the River Callas, upon a high rock; and hence, perhaps, it was because the Ellopians who formerly inhabited it were mountaineers that the name Oreus was assigned to the city. It is also thought that Orion was so named because he was reared there. Some writers say that the Oreitae had a city of their own, but because the Ellopians were making war on them they migrated and took up their abode with the Histiaeans; and that, although they became one city, they used both names, just as the same city is called both Lacedemon and Sparta. As I have already said, Histiaeotis in Thessaly was also named after the Histiaeans who were carried off from here into the mainland by the Perrhaebians. "
733,de5dd8bf-64a6-43b5-897c-3f3b439d8d5d,urn:cts:greekLit:tlg0099.tlg001:10.1.5,10,1,5,"Since Ellopia induced me to begin my description with Histiaea and Oreus, let me speak of the parts which border on these places. In the territory of this Oreus lies, not only Kenaion, near Oreus, but also, near Kenaion, Dium and Athenae Diades, the latter founded by the Athenians and lying above that part of the strait where passage is taken across to Cynus; and Canae in Aeolis was colonized from Dium. Now these places are in the neighborhood of Histiaea; and so is Cerinthus, a small city by the sea; and near it is the Budorus River, which bears the same name as the mountain in Salamis which is close to Attica. "
734,6143d989-d16d-4832-9191-5fcfd330adf3,urn:cts:greekLit:tlg0099.tlg001:10.1.6,10,1,6,"Carystus is at the foot of the mountain Oche; and near it are Styra and Marmarium, in which latter are the quarry of the Carystian columns and a sanctuary of Apollo Marmarinus; and from here there is a passage across the strait to Halae Araphenides. In Carystus is produced also the stone which is combed and woven, so that the woven material is made into towels, and, when these are soiled, they are thrown into fire and cleansed, just as linens are cleansed by washing. These places are said to have been settled by colonists from the Marathonian Tetrapolis and by Steirians. Styra was destroyed in the Malian war by Phaedrus, the general of the Athenians; but the country is held by the Eretrians. There is also a Carystus in the Laconian country, a place belonging to Aegys, towards Arcadia; whence the Carystian wine of which Alcman speaks. "
735,45859763-4032-4bc3-a27f-d1e4bcae34c9,urn:cts:greekLit:tlg0099.tlg001:10.1.7,10,1,7,"Geraistos is not named in the Catalogue of Ships, but still the poet mentions it elsewhere: ""and at night they landed at Geraistos. And he plainly indicates that the place is conveniently situated for those who are sailing across from Asia to Attica, since it comes near to Sounion. It has a sanctuary of Poseidon, the most notable of those in that part of the world, and also a noteworthy settlement. "
736,0bbfe67a-74e9-4f94-ab29-739bd84777aa,urn:cts:greekLit:tlg0099.tlg001:10.1.8,10,1,8,"After Geraistos one comes to Eretria, the greatest city in Euboea except Chalcis; and then to Chalcis, which in a way is the metropolis of the island, being situated on the Euripus itself. Both are said to have been founded by the Athenians before the Trojan War. And after the Trojan War, Aiclus and Cothus, setting out from Athens, settled inhabitants in them, the former in Eretria and the latter in Chalcis. There were also some Aeolians from the army of Penthilus who remained in the island, and, in ancient times, some Arabians who had crossed over with Cadmus. Be this as it may, these cities grew exceptionally strong and even sent forth noteworthy colonies into Macedonia; for Eretria colonized the cities situated round Pallene and Athos, and Chalcis colonized the cities that were subject to Olynthus, which later were treated outrageously by Philip. And many places in Italy and Sicily are also Chalcidian. These colonies were sent out, as Aristotle states, when the government of the Hippobatae, as it is called, was in power; for at the head of it were men chosen according to the value of their property, who ruled in an aristocratic manner. At the time of Alexander's passage across, the Chalcidians enlarged the circuit of the walls of their city, taking inside them both Canethus and the Euripus, and fortifying the bridge with towers and gates and a wall. "
737,3da8b3b9-7e86-4266-9f6a-9c757fce39f5,urn:cts:greekLit:tlg0099.tlg001:10.1.9,10,1,9,"Above the city of the Chalcidians is situated the Lelantine Plain. In this plain are fountains of hot water suited to the cure of diseases, which were used by Cornelius Sulla, the Roman commander. And in this plain was also a remarkable mine which contained copper and iron together, a thing which is not reported as occurring elsewhere; now, however, both metals have given out, as in the case of the silver mines at Athens. The whole of Euboea is much subject to earthquakes, but particularly the part near the strait, which is also subject to blasts through subterranean passages, as are Boeotia and other places which I have already described rather at length. And it is said that the city which bore the same name as the island was swallowed up by reason of a disturbance of this kind. This city is also mentioned by Aeschylus in his Glaucus Pontius: ""Euboeis, about the bending shore of Zeus Cenaeus, near the very tomb of wretched Lichas. In Aitolia, also, there is a place called by the same name Chalcis: ""and Chalcis near the sea, and rocky Calydon, and in the present Eleian country: ""and they went past Cruni and rocky Chalcis, that is, Telemachus and his companions, when they were on their way back from Nestor's to their homeland. "
738,b0eef25b-b833-42b4-911a-633cf2c78030,urn:cts:greekLit:tlg0099.tlg001:10.1.10,10,1,10,"As for Eretria, some say that it was colonized from Triphylian Macistus by Eretrieus, but others say from the Eretria at Athens, which now is a marketplace. There is also an Eretria near Pharsalus. In the Eretrian territory there was a city Tamynae, sacred to Apollo; and the sanctuary, which is near the strait, is said to have been founded by Admetus, at whose house the god served as an hireling for a year. In earlier times Eretria was called Melaneis and Arotria. The village Amarynthus, which is seven stadia distant from the walls, belongs to this city. Now the old city was razed to the ground by the Persians, who ""netted"" the people, as Herodotus says, by means of their great numbers, the barbarians being spread about the walls (the foundations are still to be seen, and the place is called Old Eretria); but the Eretria of today was founded on it. As for the power the Eretrians once had, this is evidenced by the pillar which they once set up in the sanctuary of Artemis Amarynthia. It was inscribed thereon that they made their festal procession with three thousand heavy-armed soldiers, six hundred horsemen, and sixty chariots. And they ruled over the peoples of Andros, Teos, Ceos, and other islands. They received new settlers from Elis; hence, since they frequently used the letter r, not only at the end of words, but also in the middle, they have been ridiculed by comic writers. There is also a village Oichalia in the Eretrian territory, the remains of the city which was destroyed by Heracles; it bears the same name as the Trachinian Oichalia and that near Tricce, and the Arcadian Oichalia, which the people of later times called Andania, and that Oichalia in Aitolia in the neighborhood of the Eurytanians. "
739,8766a231-633e-4734-ba69-888fa7a9b5ea,urn:cts:greekLit:tlg0099.tlg001:10.1.11,10,1,11,"Now at the present time Chalcis by common consent holds the leading position and is called the metropolis of the Euboeans; and Eretria is second. Yet even in earlier times these cities were held in great esteem, not only in war, but also in peace; indeed, they afforded philosophers a pleasant and undisturbed place of abode. This is evidenced by the school of the Eretrian philosophers, Menedemus and his disciples, which was established in Eretria, and also, still earlier, by the sojourn of Aristotle in Chalcis, where he also ended his days. "
740,dffb173f-225d-439a-b0f5-8476ea6277f6,urn:cts:greekLit:tlg0099.tlg001:10.1.12,10,1,12,"Now in general these cities were in accord with one another, and when differences arose concerning the Lelantine Plain they did not so completely break off relations as to wage their wars in all respects according to the will of each, but they came to an agreement as to the conditions under which they were to conduct the fight. This fact, among others, is disclosed by a certain pillar in the Amarynthium, which forbids the use of long distance missiles. In fact among all the customs of warfare and of the use of arms there neither is, nor has been, any single custom; for some use long distance missiles, as, for example, bowmen and slingers and javelin-throwers, whereas others use close-fighting arms, as, for example, those who use sword, or outstretched spear; for the spear is used in two ways, one in hand-to-hand combat and the other for hurling like a javelin; just as the pike serves both purposes, for it can be used both in close combat and as a missile for hurling, which is also true of the sarissa and the hyssus. "
741,abd83a73-358c-4916-8dc7-65bba71b9b4b,urn:cts:greekLit:tlg0099.tlg001:10.1.13,10,1,13,"The Euboeans excelled in ""standing"" combat, which is also called ""close"" and ""hand-to-hand"" combat; and they used their spears outstretched, as the poet says: ""spearmen eager with outstretched ashen spears to shatter corselets. Perhaps the javelins were of a different kind, such as probably was the ""Pelian ashen spear,"" which, as the poet says,""Achilles alone knew how to hurl; and he who said, ""And the spear I hurl farther than any other man can shoot an arrow, means the javelin-spear. And those who fight in single combat are first introduced as using javelin-spears, and then as resorting to swords. And close fighters are not those who use the sword alone, but also the spear hand-to-hand, as the poet says: ""he pierced him with bronze-tipped polished spear, and loosed his limbs. Now he introduces the Euboeans as using this mode of fighting, but he says the contrary of the Locrians, that ""they cared not for the tolls of close combat, . . . but relying on bows and well-twisted slings of sheep's wool they followed with him to Ilium. There is current, also, an oracle which was given out to the people of Aegium,""Thessalian horse, Lacedemonian woman, and men who drink the water of sacred Arethusa, meaning that the Chalcidians are best of all, for Arethusa is in their territory. "
742,81830a42-8f1b-43ab-9a1c-4dfff61e1e01,urn:cts:greekLit:tlg0099.tlg001:10.1.14,10,1,14,"There are now two rivers in Euboea, the Cereus and the Neleus; and the sheep which drink from one of them turn white, and from the other black. A similar thing takes place in connection with the Crathis River, as I have said before. "
743,6db19d53-85d9-4318-ae8e-b0a8275a0a03,urn:cts:greekLit:tlg0099.tlg001:10.1.15,10,1,15,"When the Euboeans were returning from Troy, some of them, after being driven out of their course to Illyria, set out for home through Macedonia, but remained in the neighborhood of Edessa, after aiding in war those who had received them hospitably; and they founded a city Euboe. There was also a Euboia in Sicily, which was founded by the Chalcidians of Sicily, but they were driven out of it by Gelon; and it became a stronghold of the Syracusans. In Corcyra, also, and in Lemnos, there were places called Euboea; and in the Argive country a hill of that name. "
744,a9514fcd-e4d3-44f2-9ea3-272609d6a0fb,urn:cts:greekLit:tlg0099.tlg001:10.1.16,10,1,16,"Since the Aitolians, Acarnanians, and Athamanians (if these too are to be called Greeks) live to the west of the Thessalians and the Oitaeans, it remains for me to describe these three, in order that I may complete the circuit of Greece; I must also add the islands which lie nearest to Greece and are inhabited by the Greeks, so far as I have not already included them in my description. "
